BookingId,ProviderId,UserId,PurchasedAtDate,PurchasedAtTime,GrossTransactionalAmount,Amount,VatAmount,VatRatePercent,ProductId
nmbs_c22ead93-52a6-4542-a6db-a4c3de52e67f,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-10-31,08:59:39,27.0,25.47,1.53,6.0,02a4377a-c13a-4af2-bf28-d1ed0d067563_40000056
delijn_5349a02d-afc1-4ccb-bfcc-61c56793c031,delijn,bf9cdce0-29d2-11ed-9d34-9b9d14a7675e,2022-10-31,09:26:35,2.5,2.36,0.14,6.0,4014
nmbs_96483888-ae96-4435-a50b-64f4ea957bac,nmbs,bf9cdce0-29d2-11ed-9d34-9b9d14a7675e,2022-10-31,09:27:07,5.9,5.57,0.33,6.0,9ba1b3f8-61d9-4e93-af33-892bf5e820fe_40000090
nmbs_35d9970e-ecfa-40ce-a020-5b95f37ff0e9,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-10-31,09:29:45,129.0,121.70,7.30,6.0,e7fb0e95-f62d-415c-a82f-9abd8a1331f0_40000055
nmbs_677cbc61-91a7-4a56-8e2d-7d12b96ec02a,nmbs,9394f70c-0107-11ed-b32d-771bbb18a580,2022-10-31,12:19:21,5.7,5.38,0.32,6.0,c5daa422-3075-4eb4-b85a-a95a28604f87_40000079
nmbs_6c49d081-59e3-442a-9886-aa42959f079b,nmbs,bf9cdce0-29d2-11ed-9d34-9b9d14a7675e,2022-10-31,12:47:12,84.0,79.25,4.75,6.0,4f219fe1-12ad-4458-95ba-eb3239785d21_40000055
delijn_9995c3f9-1b55-4a69-a3e3-106833de454e,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_2d60c3b2-b34b-4273-99e6-705116ff0e62,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_180f4a21-e40a-4a9a-ac29-27060e769d74,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_a879200b-03fb-4069-85cd-12f679c648b9,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_a3650e84-7a42-4cc4-a20d-69e79ce90d6a,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_b242a73b-f139-43b1-bbac-f123ff81fd95,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_b8314691-abad-4ec1-800b-205cddb53e7e,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_896da79d-631f-44ef-9caf-27665db9d639,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_b27dc9d6-fee2-4bd9-bf10-95a1e668f44e,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
delijn_3ed4ff57-01c3-4a71-bd81-bf1953e0e3b3,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-10-31,13:08:54,2.5,2.07,0.43,21.0,4014
nmbs_0f090cce-1e2e-48d2-8f5e-fc8d85e9c3a8,nmbs,bf9cdce0-29d2-11ed-9d34-9b9d14a7675e,2022-10-31,14:14:28,84.0,79.25,4.75,6.0,d45c2036-ac99-49e9-a412-11d2dd6788af_40000055
nmbs_7300f9a3-3a07-4a58-9e66-760b4d0037da,nmbs,bf9cdce0-29d2-11ed-9d34-9b9d14a7675e,2022-10-31,14:31:01,84.0,79.25,4.75,6.0,15af76bc-a171-49cc-9bcf-cd1d5c3c025c_40000055
nmbs_8f6703bd-08d3-441f-8aa5-25ffecde41b6,nmbs,9394f70c-0107-11ed-b32d-771bbb18a580,2022-10-31,15:11:33,9.3,8.77,0.53,6.0,bb94aa23-f916-4a34-93be-6fe6c70b6929_40000105
nmbs_d8143643-e2d3-414d-aa75-ab6f249b2f01,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,09:25:57,19.0,17.92,1.08,6.0,6b072949-968c-4b9f-b874-30dca37f0a44_40000105
nmbs_6649d603-1109-4955-85ca-e9ce35cd233c,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,09:26:41,5.7,5.38,0.32,6.0,69e9f852-bfd2-46b4-9750-72908cb141c7_40000079
delijn_da0c6de9-9fd7-41bc-9c08-7ed57d268ffc,delijn,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,10:21:57,2.5,2.36,0.14,6.0,4014
nmbs_549f4f62-2423-4d4a-a14a-44f88c02c1ab,nmbs,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,10:25:07,2.5,2.36,0.14,6.0,b93e59db-586d-4c3e-8565-e4f34ace7b99_40000090
nmbs_826f49e9-86b5-4fd2-b8dc-44d8c18ae7bc,nmbs,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,10:26:05,3.2,3.02,0.18,6.0,ff6ac6b4-bbe6-4c6f-925a-eb36b0683d38_40000090
nmbs_25d7d8c3-94c3-46bb-b2fe-143e9ceaf51b,nmbs,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,10:27:46,27.0,25.47,1.53,6.0,5217545b-7247-4102-a00a-9d254e9d429e_40000056
nmbs_2d6f42a9-b51a-4208-a52e-df8f7d8835a9,nmbs,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,11:13:21,15.8,14.91,0.89,6.0,6c32cad2-0ff9-4322-a5b9-1f97c41c5fdd_40000131
nmbs_9e98f572-eabd-4ab6-970f-6e347371f61f,nmbs,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,11:20:13,2.5,2.36,0.14,6.0,faaa6ab7-96f8-41a8-b379-5c3f65cb2949_40000090
nmbs_9b4c671f-1ca1-4826-af4e-7df842298079,nmbs,b894a488-2440-11ed-a05b-cbc7f2e09899,2022-11-04,11:24:16,2.5,2.36,0.14,6.0,3caf7717-bc62-4a01-8c59-65fc79d554dc_40000090
nmbs_9fe859b0-d4a9-4cd0-a1eb-07df19b045d3,nmbs,bf9cdce0-29d2-11ed-9d34-9b9d14a7675e,2022-11-04,12:20:07,5.9,5.57,0.33,6.0,206ba0f1-a63e-4da5-bfd1-3d988832d87d_40000090
nmbs_978b4068-47fa-40c8-b5b5-bb712b7c8d81,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,12:59:39,12.8,12.08,0.72,6.0,76ffd304-c27e-4cc4-94d4-5ce173171a95_40000150
nmbs_aed881f6-b008-4940-85c2-7c1c1e7f55ae,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,12:59:42,12.8,12.08,0.72,6.0,83840cbe-e1e9-4172-8bca-8e6d1a9c70e1_40000150
nmbs_538d2e81-17fd-441c-97b1-732f7d1c8aae,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,13:15:26,12.3,11.60,0.70,6.0,a76df59f-09be-426f-a85d-dc6cd9978c73_40000090
nmbs_75449547-9d74-4f7f-8c0b-6bc57e172908,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,13:15:27,12.3,11.60,0.70,6.0,c2c03172-b5c3-4964-a81a-a5d697656f7c_40000090
nmbs_113454ed-8566-43f7-b526-3993570994e4,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,13:19:51,13.2,12.45,0.75,6.0,815ceaf1-575d-4109-afb6-d01c8cec480d_40000145
nmbs_ab90c198-7073-4399-9829-71932390fcc3,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,13:19:51,13.2,12.45,0.75,6.0,5ed7d3f9-fe5b-4a0a-b76b-c43c0fe6cc66_40000145
nmbs_04cec9cf-5441-4bcd-af42-47bd7fc20390,nmbs,3cfa52ee-2f82-11ed-930d-af4d6696baa1,2022-11-04,13:48:35,20.2,19.06,1.14,6.0,f648ebf3-25d5-475a-bb51-29477045e7dc_40000090
delijn_74c8dcae-c7ee-4a02-9163-e67527097429,delijn,4fec01e2-f92a-11ec-8da2-af994b8e82f3,2022-11-04,14:21:01,17.0,16.04,0.96,6.0,4010
delijn_2e26e136-9314-481f-89dd-d77e0d52498a,delijn,4fec01e2-f92a-11ec-8da2-af994b8e82f3,2022-11-04,14:21:01,17.0,16.04,0.96,6.0,4010
nmbs_e4cc6165-c236-4edb-bf4c-1c091ea034ef,nmbs,4fec01e2-f92a-11ec-8da2-af994b8e82f3,2022-11-04,14:21:41,27.0,25.47,1.53,6.0,565dfef5-0ac4-4722-aafc-635a8d3c5b70_40000056
delijn_5d0a79b8-8dd7-4a7f-8ee0-10ef66c434ae,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-11-08,09:20:07,2.5,2.07,0.43,21.0,4014
delijn_23a16c13-0df7-47ce-9708-5b3a7a6284a8,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-11-08,09:20:07,2.5,2.07,0.43,21.0,4014
delijn_09d89568-950e-446e-9167-4f2cc7d32a85,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-11-08,09:20:07,2.5,2.07,0.43,21.0,4014
delijn_d8788533-c3cf-411b-bb01-de7cf35a6266,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-11-08,09:20:07,2.5,2.07,0.43,21.0,4014
delijn_5d222043-bc6b-493d-adc5-0da806952397,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-11-08,09:20:07,2.5,2.07,0.43,21.0,4014
delijn_0bb83752-50ef-40d6-bb32-a71cca45fb12,delijn,ca0db256-0cec-11ed-bcbb-5b2868dda0fa,2022-11-08,09:20:07,2.5,2.07,0.43,21.0,4014
delijn_c73ce4bd-c853-4e98-82d2-bf85d16d2adc,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_8184923f-7b18-4c8d-ab33-4fcc0ed72a96,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_06e66009-ed6b-4e8a-9b18-092f1dc6d481,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_c63a4bc1-7dee-4cf9-a0c8-ae9eca16ca7d,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_b5f6dd63-ddb5-4281-bc92-91acaf3bfef0,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_103e2518-8334-43d5-8f8d-d0fad84a0d27,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_bc74f762-c8e1-4a74-920e-9786930eca91,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_f1c42bb0-e88b-4c9b-bc56-ae9beb061e1a,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_779cc5e9-fc73-44b2-9a96-76df9cf0df39,delijn,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_f3c0d0ee-d648-495b-a350-5b711d6653e1,delijn,4fec01e2-f92a-11ec-8da2-af994b8e82f3,2022-11-08,16:44:56,2.5,2.07,0.43,21.0,4014
delijn_1505ba96-2ac7-41ef-beeb-582862a5163b,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_7b9007d2-b5ee-440f-9a37-0a9f95432cf8,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_a3619eb0-bd51-452b-827a-4fd891d85e24,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_eba8a486-f56e-437c-b8cb-0ccbd45aba26,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_804730b6-b76c-48a1-bd65-29a5f9f50a9c,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_93318297-8451-4fc3-86af-a14c3cfa4080,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_abda2b6a-9bc2-4998-b32e-093dbce2c39a,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_c162d32c-99ae-4aa8-a82a-9c3ed2bdc746,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_6acab2ed-d76e-4f8a-95bf-9e622372d668,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
delijn_75c8b026-a046-4b25-a397-26e1ff797653,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-09,12:05:43,2.5,2.07,0.43,21.0,4014
nmbs_5128a6b1-746c-4819-bf84-90405a0feb9f,nmbs,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-09,15:56:21,5.7,4.71,0.99,21.0,0551fb30-d72a-46ed-beab-ef9ba60251f6_40000079
nmbs_8ff14a53-9e01-4b0d-a3bf-b7c8ab118e05,nmbs,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-09,22:51:52,5.7,4.71,0.99,21.0,e2a6d2b3-8f79-4c5a-bc06-6ba798828855_40000079
nmbs_17d166a6-bfb1-419d-8487-d8c05bb6d268,nmbs,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-10,14:56:08,5.7,4.71,0.99,21.0,319497ed-8126-40c9-a815-030147d6fbf6_40000079
delijn_9f1959d7-807a-4231-8248-0ce6ff342885,delijn,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-10,16:30:11,2.5,2.07,0.43,21.0,4014
delijn_5ed3831f-5078-40df-a7fd-e161e1e28a10,delijn,47167a30-6445-11ed-a975-4b4e3199b09f,2022-11-10,16:30:11,2.5,2.07,0.43,21.0,4014
delijn_70312400-fcdc-4393-b396-c14a46f3e60e,delijn,47167a30-6445-11ed-a975-4b4e3199b09f,2022-11-10,16:30:11,2.5,2.07,0.43,21.0,4014
delijn_eaf7f0cc-9cfb-41d4-9ec0-f17b1b6c0f61,delijn,47167a30-6445-11ed-a975-4b4e3199b09f,2022-11-10,16:30:11,2.5,2.07,0.43,21.0,4014
delijn_79796867-62ee-4403-8b9f-1f8f22c70d0b,delijn,2a521296-6450-11ed-84e8-e7777ee77453,2022-11-10,16:34:07,17.0,14.05,2.95,21.0,4010
delijn_6ed69bc0-562e-49f9-932a-24fdf8093d34,delijn,2a521296-6450-11ed-84e8-e7777ee77453,2022-11-10,16:34:07,17.0,14.05,2.95,21.0,4010
delijn_73a2c84c-7915-4599-a5b8-9c72ae7d7b7e,delijn,47167a30-6445-11ed-a975-4b4e3199b09f,2022-11-10,18:09:14,2.5,2.07,0.43,21.0,4014
delijn_f5ba1d5b-4e88-4b8d-916e-7fcf7f1abddd,delijn,47167a30-6445-11ed-a975-4b4e3199b09f,2022-11-10,18:09:14,2.5,2.07,0.43,21.0,4014
delijn_f7410a26-17b0-4693-9a0b-ca45f9554c43,delijn,47167a30-6445-11ed-a975-4b4e3199b09f,2022-11-10,18:09:14,2.5,2.07,0.43,21.0,4014
delijn_0c853c90-a9e2-4b76-a04a-697f1d475f78,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-11,16:11:22,2.5,2.07,0.43,21.0,4014
delijn_88767a92-7b34-4b50-9b77-cb92b472f5f4,delijn,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-11,16:11:22,2.5,2.07,0.43,21.0,4014
nmbs_97035289-0274-4dd5-b33d-4ddd704da922,nmbs,7c618ba2-5ec4-11ed-b64c-7be33bd1f62c,2022-11-14,09:27:56,5.7,4.71,0.99,21.0,a134c88c-2f5c-4192-ab65-2b1601169770_40000079
nmbs_bbf2ed3b-823f-4518-a579-50081bda56d5,nmbs,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-14,10:09:34,5.7,4.71,0.99,21.0,7bd70e3c-98c6-43b2-8913-ed82fe71e9e5_40000079
nmbs_e78a3bcc-d3d9-4435-9342-2786c6d4164e,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,11:07:43,21.5,17.77,3.73,21.0,55ac3c46-8b7c-4d3e-9ec2-ee82ae98e14d_40000090
nmbs_aebd3513-72c4-4b62-ad55-78818317370e,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,11:38:38,5.7,4.71,0.99,21.0,5ce0e16b-97f9-4dc7-bc1d-c5828b0082c5_40000079
nmbs_3b12aa0d-5f42-4b15-a6d5-1dc6297bacce,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,11:51:43,38.8,32.07,6.73,21.0,cb7a8da6-0125-46e5-8153-07abb201729b_40000090
nmbs_17209e9d-0dda-4857-aea0-95b62cc8cda9,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,11:54:26,12.2,10.08,2.12,21.0,92b0ce70-2020-4029-80df-44f11e311767_40000145
nmbs_721b9c12-c03d-4f6b-bcaa-9e3ac23cdfba,nmbs,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-14,12:36:15,27.0,22.31,4.69,21.0,c2c20638-a044-4088-b0fc-cfaaa445bc20_40000056
nmbs_3219bc9f-cb17-408e-a7a9-a983423fa9aa,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,12:55:58,5.7,4.71,0.99,21.0,9b820440-ad6c-44b6-bd43-cbb42153226f_40000071
delijn_b36967d2-513e-439b-84cd-19110c5f6036,delijn,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,13:18:12,2.5,2.07,0.43,21.0,4014
nmbs_b3d3c24a-68e4-4743-879b-1ff1ca307d9b,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:21:50,24.4,20.17,4.23,21.0,9c9da90b-1b0e-4957-a710-a40dac8272dd_40000145
nmbs_2fd86a23-a140-471a-bed2-dfa64d8483ab,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:23:39,5.7,4.71,0.99,21.0,bfac2ede-bdd2-4f50-a3c9-17dc1c27a345_40000071
nmbs_0b64214a-501d-4ccd-85bc-b7d97def1170,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:36:19,12.8,10.58,2.22,21.0,41177857-aef0-4b78-b26b-6ad3134392eb_40000150
nmbs_7a4b3264-8de4-490c-ad54-75bacba02990,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:40:51,19.4,16.03,3.37,21.0,92c4c9d6-69bf-4b97-9049-ffe9b23df3cd_40000131
nmbs_43e7adb5-8e0b-49a8-a680-8e80cc975077,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:42:32,8.1,6.69,1.41,21.0,0f726120-3554-4f8c-9a31-43b9a3a0880c_40000106
nmbs_f4f9e6e5-07d0-467a-b63a-6b1b78c75759,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:44:48,9.5,7.85,1.65,21.0,ab98a234-065e-42ce-8e3c-71513b84b3ff_40000105
nmbs_5daef35b-e761-416c-b3a0-3e3ccf471c82,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:47:18,6.6,5.45,1.15,21.0,fca84fd3-5460-4f16-9aa2-61d3e57dd8f1_40000145
nmbs_d29d1ab4-3ef6-4573-a48e-a32fd016440d,nmbs,4e4ed6ea-6403-11ed-a824-431e8bbbc82a,2022-11-14,13:49:31,9.7,8.02,1.68,21.0,b3e0c06c-d03f-4b5e-b844-e885617416c2_40000104
delijn_446e3b16-fa26-4e17-bff2-a39651ae579f,delijn,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,13:59:51,2.5,2.07,0.43,21.0,4014
delijn_d3d978da-7952-4114-84fc-7db6aff28d69,delijn,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,14:00:34,2.5,2.07,0.43,21.0,4014
nmbs_c90181e6-7227-4239-b01b-3bb577e535b8,nmbs,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,15:06:31,11.7,9.67,2.03,21.0,62ce21ef-3c7a-4ae0-8251-ccd281820196_40000090
delijn_55feea9a-0a38-46a4-ae31-44e4cd75a2a6,delijn,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,15:18:36,2.5,2.07,0.43,21.0,4014
delijn_a0254559-c394-4c67-b591-40f8bdb8895a,delijn,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,15:18:57,17.0,14.05,2.95,21.0,4010
delijn_16f72da8-c052-47dc-83b0-b192666f17ef,delijn,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,15:18:57,17.0,14.05,2.95,21.0,4010
nmbs_14bb7e9d-7972-4ad9-bfdd-d755abb2f75c,nmbs,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,15:19:43,11.0,9.09,1.91,21.0,23b16583-d809-40a2-a1c1-1307e87d092b_40000090
nmbs_284eaa86-8e53-493e-9262-408e37b11ee5,nmbs,52274294-6411-11ed-a52b-770e77df49fb,2022-11-14,15:20:29,84.0,69.42,14.58,21.0,8b4f9941-4897-4a96-abbc-b342cb1e5be8_40000055
nmbs_074144d7-b13d-4577-9479-052382114a14,nmbs,afb3ff92-641b-11ed-8167-47fa3347eb4c,2022-11-14,15:33:55,9.2,7.60,1.60,21.0,a99c2386-a464-4930-b32c-3917788865ca_40000090
nmbs_85e4d864-1b40-4768-a5ba-2c36ee847f96,nmbs,afb3ff92-641b-11ed-8167-47fa3347eb4c,2022-11-14,16:09:59,12.2,10.08,2.12,21.0,711f36de-ccd5-4d1a-acd6-be95e6c3950b_40000145
nmbs_85d3fd78-4295-4460-8739-512f72e2d4f5,nmbs,9394f70c-0107-11ed-b32d-771bbb18a580,2022-11-14,16:18:43,27.0,22.31,4.69,21.0,93a734f3-8b85-4672-8cc8-c03b4edf08ed_40000056
nmbs_15f1e0d8-f85d-4553-bdad-e91efe54e468,nmbs,afb3ff92-641b-11ed-8167-47fa3347eb4c,2022-11-14,16:21:25,9.2,7.60,1.60,21.0,0d829273-3cd8-4158-bc8b-5b1436e2955d_40000090
